post,ques,ans,ans1,severity1,bully1,ans2,severity2,bully2,ans3,severity3,bully3,fin
Q: what was the first concert you ever been if you have ever been? and who would you love to see perform live that you&apos;ve never seen before?<br>A: lmao Bobby Brown i was sooo lil then i went to bone thugs in 99 lmao more like smuggled in haha but i wana see lazzii bone perform hes mad sexxii,what was the first concert you ever been if you have ever been? and who would you love to see perform live that you&apos;ve never seen before?, lmao Bobby Brown i was sooo lil then i went to bone thugs in 99 lmao more like smuggled in haha but i wana see lazzii bone perform hes mad sexxii,No,0,n/a,No,0,N/A.,No,0,n/a,No
Q: what was the first thing u thought about this morning?<br>A: What am i going to cook today and what time will they come over today,what was the first thing u thought about this morning?, What am i going to cook today and what time will they come over today,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: what was the hardest thing u had to give up?? lmao..<br>A: Formspring for a day,what was the hardest thing u had to give up?? lmao.., Formspring for a day,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: what was the highlight of your weekend?<br>A: WAS talking to my baby,what was the highlight of your weekend?, WAS talking to my baby,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: What was the last book you read?<br>A: lmao ahh i have no idea,What was the last book you read?, lmao ahh i have no idea,No,0,n/a,Yes,5,lmao ahh i have no idea,No,0,n/a,invalid
Q: What was the last grocery item you bought?<br>A: Milk and bread yesterday,What was the last grocery item you bought?, Milk and bread yesterday,No,0,n/a,Yes,0,None,No,0,n/a,invalid
Q: what was the last movie you saw in the theatre?<br>A: 2012 and we left half way through it was sooooo boring,what was the last movie you saw in the theatre?, 2012 and we left half way through it was sooooo boring,No,0,n/a,No,0,Na,No,0,n/a,No
Q: What was the last movie you watched ?? .. Was it any good ?? ..<br>A: leagion it was ok im not into zombies angels and demons movies,What was the last movie you watched ?? .. Was it any good ?? .., leagion it was ok im not into zombies angels and demons movies,No,0,None,No,0,n/a,No,0,n/a,No
Q: what was the last thing to make you smile/laugh?<br>A: when Trebla said hes............ =O i cant tell =( but it was good =D,what was the last thing to make you smile/laugh?, when Trebla said hes............ =O i cant tell =( but it was good =D,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: What was the last thing you ate?<br>A: my nieces birthday cup cakes i only had one at 6.30 last night was yummmm,What was the last thing you ate?, my nieces birthday cup cakes i only had one at 6.30 last night was yummmm,No,0,N/a,No,0,None,No,0,n/a,No
Q: What was the most exciting moment of your life?<br>A: when my boii commented and the rest is history in the making =D,What was the most exciting moment of your life?, when my boii commented and the rest is history in the making =D,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: What was the nite<br>A: awsum loved it =D,What was the nite, awsum loved it =D,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: What was the worst place you&apos;ve traveled to?<br>A: i havnt come across a country i havent liked considering iv only been to the islands nz and aust lol,What was the worst place you&apos;ve traveled to?, i havnt come across a country i havent liked considering iv only been to the islands nz and aust lol,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: What was your favorite TV show as a child?<br>A: Full house and family matters,What was your favorite TV show as a child?, Full house and family matters,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: What was your first impression of me?r<br>A: i thought you were a smart ass lmao for real and you know why lol,What was your first impression of me?r, i thought you were a smart ass lmao for real and you know why lol,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: What was your happiest/saddest/funniest moment in life?<br>A: when myra was born i was happyr saddest was having to leave myra and having to fly home without herr r funniest was when i was in high school my sister a few frends and i were gonna ditch school to go to another school to see one of our girls bf's lol so anyway to get to the school we had to pass my house at the time so going the backstreets and watev finally got to the school and the principal called the police lmao so we all ran seperate was and met at the park so we were walking and a friends called out cops lmao and ran i fell on the ground in fits of laughter cause it was a taxi and they were all hiding in the bushes and stuff lmao so sooo funi and we always bring it up when we see each other hehe,What was your happiest/saddest/funniest moment in life?, when myra was born i was happyr saddest was having to leave myra and having to fly home without herr r funniest was when i was in high school my sister a few frends and i were gonna ditch school to go to another school to see one of our girls bf's lol so anyway to get to the school we had to pass my house at the time so going the backstreets and watev finally got to the school and the principal called the police lmao so we all ran seperate was and met at the park so we were walking and a friends called out cops lmao and ran i fell on the ground in fits of laughter cause it was a taxi and they were all hiding in the bushes and stuff lmao so sooo funi and we always bring it up when we see each other hehe,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: what was your longest running realationship with a bf?<br>A: 5.5 years,what was your longest running realationship with a bf?, 5.5 years,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: What were you like when you were a kid?r<br>A: quiet naughty lmao always cried lmao no im serious ahh helpful lmao,What were you like when you were a kid?r, quiet naughty lmao always cried lmao no im serious ahh helpful lmao,No,0,Na,No,0,n/a,No,0,n/a,No
Q: What would be another word to replace &quot;city folk?&quot;<br>A: desperate house wifes nannies lol,What would be another word to replace &quot;city folk?&quot;, desperate house wifes nannies lol,No,0,n/a,No,0,n/a,No,0,N/A,No
Q: What would be harder for you  to tell someone you love them or that you do not love them back?<br>A: that i love them,What would be harder for you  to tell someone you love them or that you do not love them back?, that i love them,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: What would life be like if  no Internet was around.  As of now<br>A: omg id miss all my sexxii ppl but then i can just call them all so gimme your number aww wait i have that now gimme your address no i have that poor mrs smith =( taking the blame wow,What would life be like if  no Internet was around.  As of now, omg id miss all my sexxii ppl but then i can just call them all so gimme your number aww wait i have that now gimme your address no i have that poor mrs smith =( taking the blame wow,No,0,None,No,0,Na,No,0,n/a,No
Q: What would scar you far life?<br>A: Already scared a from a life event,What would scar you far life?, Already scared a from a life event,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: What would you do if you went on a date with a slasher named don&apos;t eeefff up on our date or I&apos;ll mutha effing kill you slasher?<br>A: lmfao ahhh yeah,What would you do if you went on a date with a slasher named don&apos;t eeefff up on our date or I&apos;ll mutha effing kill you slasher?, lmfao ahhh yeah,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: What would you do if you went on a date with a slasher named don&apos;t eeefff up on our date or I&apos;ll mutha effing kill you slasher?<br>A: well looks like ima be slashed as well lol,What would you do if you went on a date with a slasher named don&apos;t eeefff up on our date or I&apos;ll mutha effing kill you slasher?, well looks like ima be slashed as well lol,No,0,Na,No,0,n/a,No,0,N/a,No
Q: What would you do If your boyfriend was cheating on you? And is it even cheating since you&apos;re in different countries?<br>A: If he was cheating on me id be pretty upset cause we spent all this time together talking about things that matter to the both of us life future ect..r r i think its cheating even if we in diff countries cause you telling each other you love then and stuff so kinda means something yeah?,What would you do If your boyfriend was cheating on you? And is it even cheating since you&apos;re in different countries?, If he was cheating on me id be pretty upset cause we spent all this time together talking about things that matter to the both of us life future ect..r r i think its cheating even if we in diff countries cause you telling each other you love then and stuff so kinda means something yeah?,No,0,n/a,No,0,n/a,No,0,N/A.,No
Q: What would you rather lose  your sight  hearing or sense of smell? and why?<br>A: sence of smell i wana see and hear you smell isnt important really =),What would you rather lose  your sight  hearing or sense of smell? and why?, sence of smell i wana see and hear you smell isnt important really =),No,0,n/a,No,0,n/a,No,0,n/a,No
Q: What would you say if you were in a crowded Room that was quiet and you just farted?<br>A: Id say it was u lol,What would you say if you were in a crowded Room that was quiet and you just farted?, Id say it was u lol,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: What would your dream house be like?r<br>A: i showed you the one with the billard room and the huge tennis court so on hehe,What would your dream house be like?r, i showed you the one with the billard room and the huge tennis court so on hehe,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: What would your dream job look like?<br>A: no job at all owend business running its self thats the life,What would your dream job look like?, no job at all owend business running its self thats the life,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: what wud do if ur EX crashed ur wedding?<br>A: Id shoot him for real,what wud do if ur EX crashed ur wedding?, Id shoot him for real,No,0,n/a,No,0,n/a,No,0,N/A.,No
Q: what wud u do if u found out one of ur parents was cheating on the other? how wud u react? explain<br>A: arghh u ask some real deep questions lmao r r id be pissed off id dispise the person that they cheating with and will not talk to the parent thats cheatin,what wud u do if u found out one of ur parents was cheating on the other? how wud u react? explain, arghh u ask some real deep questions lmao r r id be pissed off id dispise the person that they cheating with and will not talk to the parent thats cheatin,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: what wud u do if u had a peeping tom lookin in ur window?<br>A: close my blinds call the cops,what wud u do if u had a peeping tom lookin in ur window?, close my blinds call the cops,No,0,n/a,No,0,n/a,No,0,no,No
Q: what wud u do if u seen a drunk man stumble up to ur neighbors mailbox n start to take a leak into it? (cuz that wud be funny to see)<br>A: lol seen it not on neighbours though mine o_0 but he got skerrd of the neigbours dog and was pretty muj peeing on himself lol was funny,what wud u do if u seen a drunk man stumble up to ur neighbors mailbox n start to take a leak into it? (cuz that wud be funny to see), lol seen it not on neighbours though mine o_0 but he got skerrd of the neigbours dog and was pretty muj peeing on himself lol was funny,No,0,n/a,No,0,N/A,No,0,n/a,No
Q: what wud u do if u were given a doll as a gift? how wud u respond?<br>A: i would say thank you as you normally would then have a yard sale and hope the person that gave it to u dont show up lol aww mean i know,what wud u do if u were given a doll as a gift? how wud u respond?, i would say thank you as you normally would then have a yard sale and hope the person that gave it to u dont show up lol aww mean i know,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: What year were you born?<br>A: New Zealand :),What year were you born?, New Zealand :),No,0,n/a,No,0,n/a,No,0,n/a,No
Q: What you think  what kind of life you want to live?<br>A: a happy peaceful life with kids grand kids i want it all,What you think  what kind of life you want to live?, a happy peaceful life with kids grand kids i want it all,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: What&apos;s for breakkie<br>A: i just had fruit this morning,What&apos;s for breakkie, i just had fruit this morning,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: What&apos;s on the tip of your tongue?lol<br>A: Aww that its called a tonngue ring hun lol,What&apos;s on the tip of your tongue?lol, Aww that its called a tonngue ring hun lol,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: What&apos;s so great about dubai?r **takin notes**<br>A: romantic exotic country once in a life time experience =D,What&apos;s so great about dubai?r **takin notes**, romantic exotic country once in a life time experience =D,No,0,N/A,No,0,n/a,No,0,n/a,No
Q: What&apos;s the best city in the world? I know mine is!<br>A: no you know mine is =DD,What&apos;s the best city in the world? I know mine is!, no you know mine is =DD,No,0,n/a,No,0,n/a,No,0,None,No
Q: What&apos;s the best piece of advice you&apos;ve ever received? r<br>A: think before i act on things... dont rush into big decissions... dont settle for just anything look far and wide for what you want and need....buy needs and not wants,What&apos;s the best piece of advice you&apos;ve ever received? r, think before i act on things... dont rush into big decissions... dont settle for just anything look far and wide for what you want and need....buy needs and not wants,No,0,n/a,No,0,n/a,No,0,N/A,No
