"""@relation new_dataset""",
"""hey Belladonna  it s Mike aka FFF (Christy Canyon nickname 4 me-future florida fuck) A true pleasure 2 talk 2 u on air 2night.""",0
"""hey there  it s Mike aka FFF (Christy Canyon nickname 4 me-future florida fuck) A true pleasure 2 talk 2 u on air 2night.""",0
"""I ve owned all Metal Gears(luv  em) & own LittleBigPlanet (like it).But hate crossovers- esp. from incompatible game fictions.""",0
"""Obviously helping disabled children is more worthwhile than what we do! (But to say we sell  gifts for people you hate ?)""",0
"""Didn t do it..Lucy and Ella(our Lab) would freak out. :) So tempting though...""",0
"""omg facebook has claimed another victim! hope you re at least kicking ass!""",0
"""No  I don t.  I hate downloading crap to my phone.  Feels like I m bogging it down. I m weird.""",0
"""Yeah.  I hate vinyl.  We have tile but I have the same troubles unless I clean daily.  Gonna try my all terrain steam vac on it!""",0
""" What a router-nerd.  Building an end table.  Just rough work to practice.""",0
"""For pussy? @flintacious because no one can keep a secret. We need to make a man pack....""",0
"""I hate to say it  but I get  like  4 spams a month. Maybe. Not sure how I m able to do it. And I ve had that email since  05.""",0
"""As far as food the only thing I ve had there is a burger during happy hour. It s like $2.99 for a burger & fries. Pretty damn good""",0
"""fuck rules. Stay there until they ask u to leave. Then just switch computers.""",0
"""fuck if I know man. Were guys & don t think of that shit until afterwards. U usually go crazy with the camera but not this time""",0
"""Believe it or not  both of my parents know how to text  and my dad is over 60. They sooo kick ass.""",0
"""Sorry about the bday thing -- that sucks. :(""",0
"""Very nice photo!  Fat face??  LOL  I think Not""",0
"""the miracle was getting the fucking hooves out""",0
"""yeah.  This sucks bad.  I am in an icicle tomb...tampon...tank.""",0
"""very cool. A girl nerd huh? That s a bit of a rarity and I wish there were more in this world. Girl geeks/nerds rock!!!!""",0
"""damn  is economy hitting you that bad?""",0
"""I m in Ewston babe. Sorry to hear about your job. That sucks  esp. before the holidays.""",0
"""Dang! Looks like InGen has moved away from dinosaurs and are doing 70 s tokusatsu heroes  now. Damn you  John Hammond!""",0
"""it was so busy last night! Then hella people came in @10 min till closing & I was all mad cuz I had to make their damn drinks haha""",0
"""benson- Dude fuck yea. I m gonna bank tonight""",0
"""fuck you""",1
"""I hate it  too.""",1
"""Oh a fellow spelling freak!I can t stand looking at a wrongly spelled word.Haha one of my many quirks.""",0
"""I hate #magpie and I don t think it s neat. LOL""",0
"""I can t abide Family Guy  I hate it more than David Dickinson and believe me  thats a lot.""",0
"""Haha yeah he s called both but Father Christmas is just the typical English name for him.... and yeah hes fat lol""",0
"""damn!  I hate to miss that  but I m in Vegas again.""",0
"""tell them that the Mirage is a bad neighbor. They played those damn volcano sounds until 2am. Bastages.""",0
"""normally when i challange..it s more of a  Fuck you leave me alone  responce""",0
"""H-A-T-E HATE HATE HATE! But why? Two game losing streak?""",0
"""Any chance of some Charge Tees for Fat Guys? American Apparel hates big folks.""",0
"""ah!!! despereaux  lol. Maybe not sure. I hate in 3d they always copy an idea a re do it  this one is like ratatouille""",0
"""It s....hmmmm....unislamic  unkosher and full of animal fat. ewww I m still grossed out.""",0
"""PowerPoint sucks; even good shows that take tens and tens of hours can t compete with Key Note!""",0
"""DOOOOOD. the fucking accent/cadence. good call.""",0
"""Fat blonde male overheard   Yeh my body changed when we had children too! """,0
"""argh I hate it when that happens""",0
""" I pick slut red. Just to stay on theme for today.""",0
"""am i weird? i hate baths!""",0
"""will most likely be huddling & bitching about cold also - you d think after 30something years  i d be used to it. hate. cold.""",0
"""@thronkus totally expecting the spotted dick too""",0
"""bleezard! hate our local news:  top story: snow... in other news: snow... and hey  snow!  they live for this shiz""",0
"""will try and get them to contribute something to the process - just hate the morning hubbub b/c i m doing everything!""",0
"""not a control freak - would gladly give up any of the glamorous morning duties! will continue to sigh loudly for now.""",0
"""wow you must be payed out the ass im in thw rong bizness hahahahaha""",0
"""good fuck that greasy shit!Veggies all day fam!! even seth be on that salad all day.he eat it with his hands but still!!""",0
"""yo i just listened to  live and let die  Werdplay feat. Mic Geronimo..that song is so fucking insane.""",0
"""No  it s more like   You re gay!! . You hafta spell it out.""",0
"""No I don t get it. I m sorry I must live in before the fucking ice age. :]""",0
"""Yeah 2 and a half minutes per ass cheek.""",0
"""I aint talkin bout food hungry ass nigga. Im talkin bout the takeover!!""",0
"""U wanna give me more... :p ...fuck me and feed me huh? LOL""",0
"""If u talkin Teyana Taylor. @blakbillgates is right. she don t like dick G. sorry.""",0
"""I HATE YOU *eats spoon full of oatmeal and slurps down diet coke""",0
"""My shit is done already  I got a trilogy called  I hate rap   Naw  just joking...  &  Rap is dead  but buy my shit  """,0
"""its a freakin club u don t need a damn invite ha!""",0
"""umm just put on sum gloves Jia...damn stop being so prissy lol""",0
"""well damn lol""",0
"""well damn dats wild...niggaz aint shit ugh""",0
"""well damn I hear ya.yea kill that now if u feel like it may be a even bigger probelm down the line.""",0
"""damn ol boi still acttin up?!""",0
"""ha! sucks for u!!""",1
"""I hate waiting for them to pick up...in London you can order via txt with geolocationing on your iPhone too""",0
"""you re a dick for the Heroes spoiler.""",0
"""lol why u hate winter??? hehe lucky  we got summer @ xmas!!!""",0
"""davidlano good luck..... I hate doing any sort of public speaking.....""",0
""" for sure... I still need todays epi too..... But I hate what they re doing to Todd... They re completely ruinning him :(""",0
"""oh wow  that really sucks. :/""",1
"""did you just call me a bitch Grunny????..... ONYD!!!!!.... LOL""",0
"""I hate promises  cuz they can always be broken...but I trust you  so hopefully I ll see you again soon!""",0
"""I hate projects like that!!""",0
"""lol I know... very well mannered... aren t I? But it s TRUE!! I hate that we have to choose such a small number... not fair.""",0
"""Damn right.""",0
"""i hate you""",1
"""No crab? Don t be a bitch. Twitter party indeed""",0
"""Yeah but I still don t give a fuck about Xmas..""",0
"""aww man...that logo sucks...i feel your pain...good luck with that one buddy""",0
"""eviscerates chris matthews: http://tinyurl.com/6becmm if he runs  fuck it  i ll move to PA to campaign against him""",0
"""that song is fully barfworthy. Only song Nas ever did that was worse was fucking Nastradamus aka the song that made me hate Nas""",0
"""not hating on it was written  but it was by no means better than illmatic and post I AM... Nas fucking blows extra hard dick.""",0
"""ahhh that s fucking hilarious""",0
"""are you sure you know what your getting yourself into by following my twitter whore account?""",0
"""Nope.  Carson City pretty much sucks ass.""",0
"""Oh  damn it.  I should make it more drunk-tweet friendly then.  Doesn t your twitterware allow you to just click on my face?""",0
"""hahaha. Dont hate! hahaha. you know you fcuk with Young Dick""",0
"""Nigga when you see me in the streets it s going down! chitty chitty bang bang  bitch ass nigga""",0
"""I didn t want to say anything for fear of a split screen of @chrisbrogan driving down to kick my ass...""",0
"""Everyone knows .ass is inherently superior to .srt - it s in the format.""",0
"""Relax... I m not trying to  convince  you of anything. It s just that we all prefer files that have been subbed in *.ass  done well""",0
"""So sorry to hear that. That really sucks. Pls keep the twitterverse posted and let us know if there is any way we can help.""",0
"""some aerial shots of the Mitre 10 fire http://tr.im/20c2 - damn helicopters and their awesome vantage points""",0
"""riding home with walt on my back... that way if i fuck up i can just jump in his jeep! thanks tho :0)""",0
"""Ok  that fucking skit had EVERYTHING. Why have I never heard of this man  this  Daniel Tosh? Zomg!1one""",0
"""Oh  that sucks!""",1
"""That sucks!  I can t imagine it would be easy with him saying   What??  to everything you say.""",0
"""hate me?..... If anyone needs me ill be bawling in my room for 3 years 2 months and 4 days..""",0
"""OMG! I hate when people say that!""",0
"""aww that sucks :/""",1
"""$5 dick? any relation to a $5 footlong?""",0
"""that is so true! I hate summer when it s here  and then I hate winter!""",0
"""wheres my laptop slut!""",0
"""I hate when I do that. ;0)""",0
"""Booding. If you re feeling less emo  don t forget Sobranie Cocktail: http://bit.ly/vOYu Took some of those to a festival once...""",0
"""@perrybelcher a she nerd with an attitude.""",0
"""I KNOW!  TOO FUCKING CUTE.  CANNOT. HANDLE. *FAINTS*""",0
"""I ll agree. That Michigan bill sucks double jeroboams. Like  exponentially! Those Michiganders are suffering enough already.""",0
"""...o_O that s mildly terrifying. the bears  not the adorable pets. man  i m so pet deprived. college sucks  lol""",0
""" They re unlawful combatants.   Uh  no  Dick  *you re* unlawful imprisoners. God I hate those men.""",0
"""how fucking rude of them!""",0
"""Well perhaps banks are too fat in how they do business. I dont know that it s true but many businesses are too fat""",0
"""*hugs*  fuck em.  Listen to ur Ipod   dont let da man get ya down.  :)""",0
"""ha! I literally giggled...no fake lol here. I hate going on ODB (that s www.daboard.com tell em JIMMYSTICKS sent ya) on the mobile.""",0
"""You re fine  but people with a Blip every 3-4 mins get the fat unfollow.""",0
"""It s just not fucking normal. It s not.""",0
"""come back to us Jason - Damn the Storms!""",0
"""wow dude. sucks. See you uh...next week then.""",0
"""ahhh. Best fucking yak ever""",0
"""I really don t like Stuart Maclean s faux stumbly  bumbly wooly sweater style.  Prairie  Home Companion wannabe.""",0
"""Ass kissing == traffic == profit. Unfortunately.""",0
"""The resolution sucks  too. It s not water- or fire-proof  and it can t be encrypted  forwarded or archived.""",0
"""The internet never sleeps  and I work in online marketing. So yeah  I can understand why it sucks.""",0
"""Yeah. it was a joke because of people saying Bob s  cunt  wasn t a form of art. Arts what you make it. Even if it s gross food.""",0
"""That sucks =( MCR fans are giving up on them cause of the break. Just wait  MCR will make a HUGE come back and laugh if off. =D""",0
"""That s gay. Poor MCR.""",1
"""Yeah. I let them know. Surprisingly it was easy to find creepy pics of Bob and Gerard. The sig sucks  but gets the point across.""",0
"""longboard + fat hill + car""",0
"""dude  you re fucking insane""",0
"""you know what it really is  i hate texting ever since i f d up my keyboard so i only tweet from the web really  so i forget :(""",0
"""can i get a good night  damn!""",0
"""nope  it s spent already unfortunately. Fuck christmas. lol.""",0
"""i like that song you posted earlier  the one with the ship in the background.  and don t hate on chat  he cant help it lol.""",0
"""Give them info about real Christians. The Episcopal Bishop in NH is openly gay and has been amazing influence on our state.""",0
"""Sorry to be the science nerd  but salt is a generic term that refers to many chemicals. So road salt != ocean salt.""",0
"""fuck a sunburn. what are you 8? im on some shrimp cocktail and champagne by the pool. get your grown man""",0
